Company,Location,DateTime,Details,Outcome
Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA","Sun Feb 09, 1969 21:09 UTC",Titan IIIC | OPS-0757 (Tacsat),Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Fri Feb 07, 1969 13:59 UTC",Cosmos-2I (63SM) | Cosmos 265,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Sat Feb 01, 1969 12:11 UTC",Vostok-2M | Meteor n†­11,Failure
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan","Sat Jan 25, 1969 11:14 UTC",Tsyklon-2A | US-A n†­5,Failure
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Thu Jan 23, 1969 09:15 UTC",Voskhod | Cosmos 264,Success
US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Wed Jan 22, 1969 19:10 UTC",Titan IIIB | OPS 7585,Success
RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan","Mon Jan 20, 1969 04:14 UTC",Proton K/Block D | Zond,Failure
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Wed Jan 15, 1969 07:04 UTC",Soyuz | Soyuz 5,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Tue Jan 14, 1969 07:30 UTC",Soyuz | Soyuz 4,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Sun Jan 12, 1969 12:10 UTC",Voskhod | Cosmos 263,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Jan 10, 1969 05:51 UTC",Molniya-M /Block VL | Venera 6,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sun Jan 05, 1969 06:28 UTC",Molniya-M /Block VL | Venera 5,Success
RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Thu Dec 26, 1968 09:45 UTC",Cosmos-2I (63SM) | Cosmos 262,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA","Sat Dec 21, 1968 12:51 UTC",Saturn V | Apollo 8,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Thu Dec 19, 1968 23:55 UTC",Cosmos-2I (63SM) | Cosmos 261,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Mon Dec 16, 1968 09:15 UTC",Molniya-M /Block L | Cosmos 260,Success
RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Sat Dec 14, 1968 05:09 UTC",Cosmos-2I (63SM) | Cosmos 259,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Tue Dec 10, 1968 08:25 UTC",Voskhod | Cosmos 258,Success
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA","Sat Dec 07, 1968 08:40 UTC",Atlas-SLV3C Centaur-D | OAO-2,Success
US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Wed Dec 04, 1968 19:23 UTC",Titan IIIB | OPS 6518,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Tue Dec 03, 1968 14:52 UTC",Cosmos-2I (63SM) | Cosmos 257,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Sat Nov 30, 1968 12:00 UTC",Cosmos-3M (11K65M) | Cosmos 256,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Fri Nov 29, 1968 12:40 UTC",Voskhod | Cosmos 255,Success
CECLES,"LA-5B, RAAF Woomera Range Complex, Australia","Fri Nov 29, 1968 09:47 UTC",Europa 1 | STV-1,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Thu Nov 21, 1968 12:10 UTC",Voskhod | Cosmos 254,Success
RVSN USSR,"Site 81/24, Baikonur Cosmodrome, Kazakhstan","Sat Nov 16, 1968 11:40 UTC",Proton K | Proton-4,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Wed Nov 13, 1968 12:00 UTC",Voskhod | Cosmos 253,Success
RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan","Sun Nov 10, 1968 19:11 UTC",Proton K/Block D | Zond-6,Success
US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Wed Nov 06, 1968 19:10 UTC",Titan IIIB | OPS 5296,Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Fri Nov 01, 1968 00:27 UTC",Tsyklon-2A | Cosmos 252,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Thu Oct 31, 1968 09:14 UTC",Voskhod | Cosmos 251,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Wed Oct 30, 1968 22:00 UTC",Cosmos-3M (11K65M) | Cosmos 250,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Sat Oct 26, 1968 08:34 UTC",Soyuz | Soyuz 3,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Oct 25, 1968 09:00 UTC",Soyuz | Soyuz 2,Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Sun Oct 20, 1968 04:02 UTC",Tsyklon-2A | Cosmos 249,Success
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan","Sat Oct 19, 1968 04:20 UTC",Tsyklon-2A | Cosmos 248,Success
NASA,"LC-34, Cape Canaveral AFS, Florida, USA","Fri Oct 11, 1968 15:02 UTC",Saturn IB | Apollo 7,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Fri Oct 11, 1968 12:05 UTC",Voskhod | Cosmos 247,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Mon Oct 07, 1968 12:05 UTC",Voskhod | Cosmos 246,Partial Failure
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sat Oct 05, 1968 00:32 UTC",Molniya-M /Block L | Molniya-1 n†­14,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Thu Oct 03, 1968 12:59 UTC",Cosmos-2I (63SM) | Cosmos 245,Success
RVSN USSR,"Site 161/35, Baikonur Cosmodrome, Kazakhstan","Wed Oct 02, 1968 13:35 UTC",Tsyklon | Cosmos 244,Success
Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA","Thu Sep 26, 1968 07:37 UTC","Titan IIIC | LES-6, OV2-5, OV5-2, OV5-4",Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Mon Sep 23, 1968 07:39 UTC",Voskhod | Cosmos 243,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Fri Sep 20, 1968 14:39 UTC",Cosmos-2I (63SM) | Cosmos 242,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Mon Sep 16, 1968 12:30 UTC",Voskhod | Cosmos 241,Success
RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan","Sat Sep 14, 1968 21:42 UTC",Proton K/Block D | Zond-5,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Sat Sep 14, 1968 16:50 UTC",Voskhod | Cosmos 240,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Thu Sep 05, 1968 07:00 UTC",Voskhod | Cosmos 239,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Wed Aug 28, 1968 10:04 UTC",Soyuz | Cosmos 238,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Tue Aug 27, 1968 12:59 UTC",Voskhod | Cosmos 237,Success
RVSN USSR,"Site 41/15, Baikonur Cosmodrome, Kazakhstan","Tue Aug 27, 1968 11:29 UTC",Cosmos-3 (11K65) | Cosmos 236,Success
General Dynamics,"SLC-3E, Vandenberg AFB, California, USA","Fri Aug 16, 1968 20:57 UTC",Atlas-SLV3 Burner-2 | STP P68-1,Failure
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA","Sat Aug 10, 1968 22:33 UTC",Atlas-SLV3C Centaur-D | ATS-4,Partial Failure
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Fri Aug 09, 1968 07:00 UTC",Voskhod | Cosmos 235,Success
US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Tue Aug 06, 1968 18:30 UTC",Titan IIIB | OPS 5247,Success
US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Tue Aug 06, 1968 16:33 UTC",Titan IIIB | OPS 5187,Success
General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA","Tue Aug 06, 1968 11:08 UTC",Atlas-SLV3A Agena-D | Canyon 1 (AFP-827),Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Tue Jul 30, 1968 07:00 UTC",Voskhod | Cosmos 234,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Thu Jul 18, 1968 19:59 UTC",Cosmos-2I (63SM) | Cosmos 233,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Tue Jul 16, 1968 13:10 UTC",Voskhod | Cosmos 232,Success
General Dynamics,"LC-576A2, Vandenberg AFB, California, USA","Thu Jul 11, 1968 19:30 UTC",Atlas-E/F OV1 | OV1-15/OV1-16,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Wed Jul 10, 1968 19:49 UTC",Voskhod | Cosmos 231,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Jul 05, 1968 15:25 UTC",Molniya-M /Block L | Molniya-1 n†­13,Success
RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Fri Jul 05, 1968 06:59 UTC",Cosmos-2I (63SM) | Cosmos 230,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Wed Jun 26, 1968 11:00 UTC",Voskhod | Cosmos 229,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Jun 21, 1968 12:00 UTC",Voskhod | Cosmos 228,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Tue Jun 18, 1968 16:15 UTC",Voskhod | Cosmos 227,Success
RVSN USSR,"Site 41/15, Baikonur Cosmodrome, Kazakhstan","Sat Jun 15, 1968",Cosmos-3 (11K65) | Strela-2 #4,Failure
Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA","Thu Jun 13, 1968 14:03 UTC",Titan IIIC | OPS 9341-9348,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Wed Jun 12, 1968 13:14 UTC",Vostok-2M | Cosmos 226,Success
RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Tue Jun 11, 1968 21:29 UTC",Cosmos-2I (63SM) | Cosmos 225,Success
US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Wed Jun 05, 1968 17:31 UTC",Titan IIIB | OPS 5138,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Tue Jun 04, 1968 18:45 UTC",Cosmos-3M (11K65M) | Sfera #2,Failure
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Tue Jun 04, 1968 06:45 UTC",Voskhod | Cosmos 224,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Sat Jun 01, 1968 10:50 UTC",Voskhod | Cosmos 223,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Thu May 30, 1968 20:29 UTC",Cosmos-2I (63SM) | Cosmos 222,Success
RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Fri May 24, 1968 07:04 UTC",Cosmos-2I (63SM) | Cosmos 221,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Tue May 07, 1968 13:57 UTC",Cosmos-3M (11K65M) | Cosmos 220,Success
RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Fri Apr 26, 1968 04:42 UTC",Cosmos-2I (63SM) | Cosmos 219,Success
RVSN USSR,"Site 162, Baikonur Cosmodrome, Kazakhstan","Thu Apr 25, 1968 00:45 UTC",Tsyklon | Cosmos 218,Success
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan","Wed Apr 24, 1968 16:00 UTC",Tsyklon-2A | Cosmos 217,Partial Failure
RVSN USSR,"Site 81/24, Baikonur Cosmodrome, Kazakhstan","Mon Apr 22, 1968 23:01 UTC",Proton K/Block D | Zond,Failure
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sun Apr 21, 1968 04:20 UTC",Molniya-M /Block L | Molniya-1 n†­10,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Sat Apr 20, 1968 10:30 UTC",Voskhod | Cosmos 216,Success
RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Thu Apr 18, 1968 22:29 UTC",Cosmos-2I (63SM) | Cosmos 215,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Thu Apr 18, 1968 10:30 UTC",Voskhod | Cosmos 214,Success
US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Wed Apr 17, 1968 17:00 UTC",Titan IIIB | OPS 5105,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Mon Apr 15, 1968 09:34 UTC",Soyuz | Cosmos 213,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Sun Apr 14, 1968 10:00 UTC",Soyuz | Cosmos 212,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Tue Apr 09, 1968 11:26 UTC",Cosmos-2I (63SM) | Cosmos 211,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sun Apr 07, 1968 10:09 UTC",Molniya-M /Block L | Luna 14,Success
General Dynamics,"LC-576A2, Vandenberg AFB, California, USA","Sat Apr 06, 1968 09:59 UTC",Atlas-E/F OV1 | OV1-13/OV1-14,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA","Thu Apr 04, 1968 12:00 UTC",Saturn V | Apollo 6,Partial Failure
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Wed Apr 03, 1968 11:00 UTC",Voskhod | Cosmos 210,Success
OKB-586,"Site 41/15, Baikonur Cosmodrome, Kazakhstan","Thu Mar 28, 1968",Cosmos-3 (11K65) | VKZ,Success
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan","Fri Mar 22, 1968 09:30 UTC",Tsyklon-2A | Cosmos 209,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Thu Mar 21, 1968 09:50 UTC",Voskhod | Cosmos 208,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Sat Mar 16, 1968 12:30 UTC",Voskhod | Cosmos 207,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Thu Mar 14, 1968 09:34 UTC",Vostok-2M | Cosmos 206,Success
US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Wed Mar 13, 1968 19:55 UTC",Titan IIIB | OPS 5057,Success
RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Wed Mar 06, 1968",Cosmos-2I (63SM) | DS-U1-Ya #1,Failure
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Tue Mar 05, 1968 12:30 UTC",Voskhod | Cosmos 205,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Tue Mar 05, 1968 11:20 UTC",Cosmos-2I (63SM) | Cosmos 204,Success
General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA","Mon Mar 04, 1968 13:06 UTC",Atlas-SLV3A Agena-D | OGO-5,Success
RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan","Sat Mar 02, 1968 18:29 UTC",Proton K/Block D | Zond-4,Partial Failure
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Tue Feb 20, 1968 16:00 UTC",Cosmos-3M (11K65M) | Cosmos 203,Success
RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Tue Feb 20, 1968 10:03 UTC",Cosmos-2I (63SM) | Cosmos 202,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Wed Feb 07, 1968 10:43 UTC",Molniya-M /Block L | E-6LS n†­112,Failure
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Tue Feb 06, 1968 08:00 UTC",Voskhod | Cosmos 201,Success
NASA,"SLC-37B, Cape Canaveral AFS, Florida, USA","Mon Jan 22, 1968 22:48 UTC",Saturn IB | Apollo 5,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Fri Jan 19, 1968 22:00 UTC",Cosmos-3M (11K65M) | Cosmos 200,Success
US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Thu Jan 18, 1968 19:04 UTC",Titan IIIB | OPS 5028,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Tue Jan 16, 1968 12:00 UTC",Voskhod | Cosmos 199,Success
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA","Sun Jan 07, 1968 06:30 UTC",Atlas-SLV3C Centaur-D | Surveyor 7,Success
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan","Wed Dec 27, 1967 11:28 UTC",Tsyklon-2A | Cosmos 198,Success
RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Tue Dec 26, 1967 09:01 UTC",Cosmos-2I (63SM) | Cosmos 197,Success
RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Tue Dec 19, 1967 06:30 UTC",Cosmos-2I (63S1) | Cosmos 196,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Sat Dec 16, 1967 12:00 UTC",Voskhod | Cosmos 195,Success
US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Tue Dec 05, 1967 18:45 UTC",Titan IIIB | OPS 5000,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Sun Dec 03, 1967 12:00 UTC",Voskhod | Cosmos 194,Success
AMBA,"LA-5B, RAAF Woomera Range Complex, Australia","Wed Nov 29, 1967",Redstone Sparta | WRESAT,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Sat Nov 25, 1967 11:30 UTC",Voskhod | Cosmos 193,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Thu Nov 23, 1967 15:00 UTC",Cosmos-3M (11K65M) | Cosmos 192,Success
RVSN USSR,"Site 81/24, Baikonur Cosmodrome, Kazakhstan","Wed Nov 22, 1967 19:07 UTC",Proton K/Block D | Zond,Failure
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Tue Nov 21, 1967 14:29 UTC",Cosmos-2I (63SM) | Cosmos 191,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA","Thu Nov 09, 1967 12:00 UTC",Saturn V | Apollo 4,Success
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA","Tue Nov 07, 1967 07:39 UTC",Atlas-SLV3C Centaur-D | Surveyor 6,Success
General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA","Sun Nov 05, 1967 23:37 UTC",Atlas-SLV3 Agena-D | ATS-3,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Fri Nov 03, 1967 11:20 UTC",Voskhod | Cosmos 190,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Mon Oct 30, 1967 18:00 UTC",Cosmos-3M (11K65M) | Cosmos 189,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Mon Oct 30, 1967 08:12 UTC",Soyuz | Cosmos 188,Success
RVSN USSR,"Site 162, Baikonur Cosmodrome, Kazakhstan","Sat Oct 28, 1967 13:15 UTC",Tsyklon | Cosmos 187,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Fri Oct 27, 1967 09:29 UTC",Soyuz | Cosmos 186,Success
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan","Fri Oct 27, 1967 02:21 UTC",Tsyklon-2A | Cosmos 185,Success
US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Wed Oct 25, 1967 19:15 UTC",Titan IIIB | OPS 4995,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Tue Oct 24, 1967 22:49 UTC",Vostok-2M | Cosmos 184,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sun Oct 22, 1967 08:40 UTC",Molniya | Molniya-1 n†­12,Success
RVSN USSR,"Site 161/35, Baikonur Cosmodrome, Kazakhstan","Wed Oct 18, 1967 13:30 UTC",Tsyklon | Cosmos 183,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Mon Oct 16, 1967 08:00 UTC",Voskhod | Cosmos 182,Success
OKB-586,"Site 41/15, Baikonur Cosmodrome, Kazakhstan","Thu Oct 12, 1967 14:15 UTC",Cosmos-3 (11K65) | VKZ,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Wed Oct 11, 1967 11:30 UTC",Voskhod | Cosmos 181,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Tue Oct 03, 1967 05:00 UTC",Molniya | Molniya-1 n†­9,Success
RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan","Wed Sep 27, 1967 21:11 UTC",Proton K/Block D | Zond,Failure
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Wed Sep 27, 1967 11:00 UTC",Cosmos-3M (11K65M) | Zaliv #2,Failure
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Tue Sep 26, 1967 10:20 UTC",Voskhod | Cosmos 180,Success
RVSN USSR,"Site 162, Baikonur Cosmodrome, Kazakhstan","Fri Sep 22, 1967 14:05 UTC",Tsyklon | Cosmos 179,Success
US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Tue Sep 19, 1967 18:28 UTC",Titan IIIB | OPS 4941,Success
RVSN USSR,"Site 161/35, Baikonur Cosmodrome, Kazakhstan","Tue Sep 19, 1967 14:45 UTC",Tsyklon | Cosmos 178,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sat Sep 16, 1967 06:06 UTC",Voskhod | Cosmos 177,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Tue Sep 12, 1967 17:00 UTC",Cosmos-2I (63SM) | Cosmos 176,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Mon Sep 11, 1967 10:30 UTC",Voskhod | Cosmos 175,Success
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA","Fri Sep 08, 1967 07:57 UTC",Atlas-SLV3C Centaur-D | Surveyor 5,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Fri Sep 01, 1967 10:30 UTC",Voskhod | Zenit-2 n†­51,Failure
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Thu Aug 31, 1967 08:00 UTC",Molniya | Cosmos 174,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Thu Aug 24, 1967 04:59 UTC",Cosmos-2I (63SM) | Cosmos 173,Success
US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Wed Aug 16, 1967 17:02 UTC",Titan IIIB | OPS 4866,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Wed Aug 09, 1967 05:45 UTC",Voskhod | Cosmos 172,Success
RVSN USSR,"Site 162, Baikonur Cosmodrome, Kazakhstan","Tue Aug 08, 1967 16:05 UTC",Tsyklon | Cosmos 171,Success
General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA","Tue Aug 01, 1967 22:33 UTC",Atlas-SLV3 Agena-D | Lunar Orbiter 5,Success
RVSN USSR,"Site 161/35, Baikonur Cosmodrome, Kazakhstan","Mon Jul 31, 1967 16:45 UTC",Tsyklon | Cosmos 170,Success
General Dynamics,"LC-576B3, Vandenberg AFB, California, USA","Thu Jul 27, 1967 19:00 UTC",Atlas-D OV1 | OV1-11/OV1-12/OV1-86,Partial Failure
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Fri Jul 21, 1967 06:00 UTC",Voskhod | Zenit-4 n†­32,Failure
RVSN USSR,"Site 162, Baikonur Cosmodrome, Kazakhstan","Mon Jul 17, 1967 16:45 UTC",Tsyklon | Cosmos 169,Success
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA","Fri Jul 14, 1967 11:53 UTC",Atlas-LV3C Centaur-D | Surveyor 4,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Tue Jul 04, 1967 05:59 UTC",Voskhod | Cosmos 168,Success
Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA","Sat Jul 01, 1967 13:15 UTC","Titan IIIC | OPS 9331-9334, LES-5 & DODGE",Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Mon Jun 26, 1967",Cosmos-3M (11K65M) | Tselina-OM #1,Failure
US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Tue Jun 20, 1967 16:19 UTC",Titan IIIB | OPS 4282,Partial Failure
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Tue Jun 20, 1967 11:00 UTC",Voskhod | Zenit-4 n†­31,Failure
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sat Jun 17, 1967 02:36 UTC",Molniya-M /Block VL | Cosmos 167,Partial Failure
RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Fri Jun 16, 1967 04:43 UTC",Cosmos-2I (63SM) | Cosmos 166,Success
General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA","Wed Jun 14, 1967 06:01 UTC",Atlas-SLV3 Agena-D | Mariner 5,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Mon Jun 12, 1967 18:06 UTC",Cosmos-2I (63SM) | Cosmos 165,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Mon Jun 12, 1967 02:39 UTC",Molniya-M /Block VL | Venera 4,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Thu Jun 08, 1967 13:00 UTC",Voskhod | Cosmos 164,Success
RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Mon Jun 05, 1967 05:03 UTC",Cosmos-2I (63SM) | Cosmos 163,Success
General Dynamics,"SLC-4E, Vandenberg AFB, California, USA","Sun Jun 04, 1967 18:07 UTC",Atlas-SLV3 Agena-D | KH-7 Gambit 4038,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Thu Jun 01, 1967 10:40 UTC",Voskhod | Cosmos 162,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Wed May 24, 1967 22:50 UTC",Molniya | Molniya-1 n†­8,Success
General Dynamics,"SLC-4E, Vandenberg AFB, California, USA","Mon May 22, 1967 18:30 UTC",Atlas-SLV3 Agena-D | KH-7 Gambit 4037,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Mon May 22, 1967 14:00 UTC",Voskhod | Cosmos 161,Success
RVSN USSR,"Site 161/35, Baikonur Cosmodrome, Kazakhstan","Wed May 17, 1967 16:05 UTC",Tsyklon | Cosmos 160,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Tue May 16, 1967 21:44 UTC",Molniya-M /Block L | Cosmos 159,Partial Failure
